PERMIT_NUMBER,NAME,LOCATION_NAME,ADDRESS,LATITUDE,LONGITUDE,CITY_NAME,ZIP_CODE,CURRENT_GRADE,CURRENT_DEMERITS,SEARCH_TEXT
PR0011698,HARD ROCK CAFE BAR FL 3,SHOWCASE MALL - HARD ROCK CAFE,3771 S Las Vegas Blvd,36.104079,-115.1727852,Las Vegas,89109-4354,A,9,HARD ROCK CAFE BAR FL 3 HARD ROCK CAFE BAR FL 3
PR0011699,HARD ROCK CAFE SERVICE BAR FL 3,SHOWCASE MALL - HARD ROCK CAFE,3771 S Las Vegas Blvd,36.104079,-115.1727852,Las Vegas,89109-4354,A,0,HARD ROCK CAFE SERVICE BAR FL 3 HARD ROCK CAFE SERVICE BAR FL 3
PR0011700,HARD ROCK CAFE,HARD ROCK CAFE,4475 Paradise Rd,36.1084453,-115.1526346,Las Vegas,89169-6574,A,0,HARD ROCK CAFE HARD ROCK CAFE
PR0011701,HARD ROCK CAFE LOUNGE,HARD ROCK CAFE,4475 Paradise Rd,36.1084453,-115.1526346,Las Vegas,89169-6574,A,6,HARD ROCK CAFE LOUNGE HARD ROCK CAFE LOUNGE
PR0011704,FAT TUESDAY STRATOSPHERE,STRATOSPHERE - FAT TUESDAY,2000 S Las Vegas Blvd,36.147371,-115.155365,Las Vegas,89104-2507,A,0,FAT TUESDAY STRATOSPHERE FAT TUESDAY STRATOSPHERE
PR0011705,Elite Catering,Elite Catering,3310 S Nellis Blvd 18,36.128647,-115.064608,Las Vegas,89121-2911,A,0,Elite Catering Elite Catering
PR0011709,Southern Wine and Spirits Restaurant,Southern Wine and Spirits,8400 S Jones Blvd,36.0384031,-115.2254742,Las Vegas,89139-6803,A,6,Southern Wine and Spirits Restaurant Southern Wine and Spirits Restaurant
PR0011710,Southern Wine and Spirits Bar,Southern Wine and Spirits,8400 S Jones Blvd,36.0384031,-115.2254742,Las Vegas,89139-6803,A,0,Southern Wine and Spirits Bar Southern Wine and Spirits Bar
PR0011711,Southern Wine and Spirits Pantry,Southern Wine and Spirits,8400 S Jones Blvd,36.0384031,-115.2254742,Las Vegas,89139-6803,A,6,Southern Wine and Spirits Pantry Southern Wine and Spirits Pantry
PR0011713,CHIPOTLE MEXICAN GRILL #328,HARRAHS - CHIPOTLE MEXICAN GRILL #328,3475 S Las Vegas Blvd,36.1193098,-115.1717702,Las Vegas,89109-8922,A,8,CHIPOTLE MEXICAN GRILL #328 CHIPOTLE MEXICAN GRILL 328
PR0011714,CHIPOTLE #328 SPECIALTY DRINK STATION,HARRAHS - CHIPOTLE MEXICAN GRILL #328,3475 S Las Vegas Blvd,36.1193098,-115.1717702,Las Vegas,89109-8922,A,6,CHIPOTLE #328 SPECIALTY DRINK STATION CHIPOTLE 328 SPECIALTY DRINK STATION
PR0011715,Chipotle Mexican Grill #1207,Chipotle Mexican Grill,9240 W Sahara Ave,36.1447744,-115.2971808,Las Vegas,89117-5725,A,0,Chipotle Mexican Grill #1207 Chipotle Mexican Grill 1207
PR0011716,Chipotle Mexican Grill #1138,Chipotle Mexican Grill,7340 Arroyo Crossing Pkwy,36.063397,-115.251167,Las Vegas,89113-4074,A,3,Chipotle Mexican Grill #1138 Chipotle Mexican Grill 1138
PR0011717,Chipotle Mexican Grill,Chipotle Mexican Grill,2540 S Decatur Blvd,36.143173,-115.207894,Las Vegas,89102-8504,O,3,Chipotle Mexican Grill Chipotle Mexican Grill
PR0011718,Chipotle Mexican Grill #363,Chipotle Mexican Grill,4530 S Maryland Pkwy,36.107155,-115.137171,Las Vegas,89119-6303,A,6,Chipotle Mexican Grill #363 Chipotle Mexican Grill 363
PR0011719,Chipotle Specialty Drink Station,Chipotle Mexican Grill,4530 S Maryland Pkwy,36.107155,-115.137171,Las Vegas,89119-6303,A,0,Chipotle Specialty Drink Station Chipotle Specialty Drink Station
PR0011720,Chipotle Mexican Grill #963,Chipotle Mexican Grill,7170 N Durango Dr,36.2913647,-115.2875468,Las Vegas,89149-4471,A,3,Chipotle Mexican Grill #963 Chipotle Mexican Grill 963
PR0011721,Chipotle Mexican Grill #718,Chipotle Mexican Grill,7175 W Lake Mead Blvd,36.1955021,-115.2482722,Las Vegas,89128-1302,A,0,Chipotle Mexican Grill #718 Chipotle Mexican Grill 718
PR0011722,Chipotle Mexican Grill Service Bar,Chipotle Mexican Grill,7175 W Lake Mead Blvd,36.1955021,-115.2482722,Las Vegas,89128-1302,A,0,Chipotle Mexican Grill Service Bar Chipotle Mexican Grill Service Bar
PR0011723,Chipotle Mexican Grill,Chipotle Mexican Grill,2546 E Craig Rd,36.2401538,-115.1158555,North Las Vegas,89030-3347,A,8,Chipotle Mexican Grill Chipotle Mexican Grill
PR0011724,Chipotle Mexican Grill #320,Chipotle Mexican Grill,1311 W Sunset Rd,36.0631563,-115.0435192,Henderson,89014-6765,A,9,Chipotle Mexican Grill #320 Chipotle Mexican Grill 320
PR0011725,Chipotle #407 Mexican Grill,Chipotle Mexican Grill #407,7370 Las Vegas Blvd,36.0560643,-115.1715838,Las Vegas,89123-1007,A,8,Chipotle #407 Mexican Grill Chipotle 407 Mexican Grill
PR0011726,Chipotle #407 Specialty Drink Station,Chipotle Mexican Grill #407,7370 Las Vegas Blvd,36.0560643,-115.1715838,Las Vegas,89123-1007,A,8,Chipotle #407 Specialty Drink Station Chipotle 407 Specialty Drink Station
PR0011727,Chipotle Mexican Grill #366,Chipotle Mexican Grill,10251 S Eastern Ave,36.0033972,-115.1104709,Henderson,89052-4396,A,6,Chipotle Mexican Grill #366 Chipotle Mexican Grill 366
PR0011728,CHIPOTLE MEXICAN GRILL,FASHION SHOW - CHIPOTLE,3200 S Las Vegas Blvd,36.1282071,-115.1730081,Las Vegas,89109-2612,A,8,CHIPOTLE MEXICAN GRILL CHIPOTLE MEXICAN GRILL
PR0011730,Levy Restaurant @LVMS Food Court #1 Section 2,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,0,Levy Restaurant @LVMS Food Court #1 Section 2 Levy Restaurant LVMS Food Court 1 Section 2
PR0011731,Levy Restaurant @LVMS Food Court #2 Section 2,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,0,Levy Restaurant @LVMS Food Court #2 Section 2 Levy Restaurant LVMS Food Court 2 Section 2
PR0011732,Levy Restaurant @LVMS Food Court #3 Section 2,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,0,Levy Restaurant @LVMS Food Court #3 Section 2 Levy Restaurant LVMS Food Court 3 Section 2
PR0011733,Levy Restaurant @ LVMS F - 6,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,3,Levy Restaurant @ LVMS F - 6 Levy Restaurant  LVMS F  6
PR0011734,Levy Restaurant @ LVMS F - 7,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,3,Levy Restaurant @ LVMS F - 7 Levy Restaurant  LVMS F  7
PR0011735,Levy Restaurant @ LVMS F - 8,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,0,Levy Restaurant @ LVMS F - 8 Levy Restaurant  LVMS F  8
PR0011736,Levy Restaurant @ LVMS F - 9,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,3,Levy Restaurant @ LVMS F - 9 Levy Restaurant  LVMS F  9
PR0011737,Levy Restaurant @ LVMS F - 5,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,0,Levy Restaurant @ LVMS F - 5 Levy Restaurant  LVMS F  5
PR0011738,Levy Restaurant @ LVMS F - 10,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,0,Levy Restaurant @ LVMS F - 10 Levy Restaurant  LVMS F  10
PR0011739,Levy Restaurant @ LVMS F - 15,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,0,Levy Restaurant @ LVMS F - 15 Levy Restaurant  LVMS F  15
PR0011740,Levy Restaurant @ LVMS F - 16,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,0,Levy Restaurant @ LVMS F - 16 Levy Restaurant  LVMS F  16
PR0011741,Levy Restaurant @ LVMS F - 17,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,0,Levy Restaurant @ LVMS F - 17 Levy Restaurant  LVMS F  17
PR0011742,Levy Restaurant @ LVMS F - 18,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,5,Levy Restaurant @ LVMS F - 18 Levy Restaurant  LVMS F  18
PR0011743,Levy Restaurant @ LVMS F - 19,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,0,Levy Restaurant @ LVMS F - 19 Levy Restaurant  LVMS F  19
PR0011744,Levy Restaurant @ LVMS B - 5,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,3,Levy Restaurant @ LVMS B - 5 Levy Restaurant  LVMS B  5
PR0011745,Levy Restaurant @ LVMS Mezzanine Beer 1,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,0,Levy Restaurant @ LVMS Mezzanine Beer 1 Levy Restaurant  LVMS Mezzanine Beer 1
PR0011746,Levy Restaurant @ LVMS Mezzanine Beer 2,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,0,Levy Restaurant @ LVMS Mezzanine Beer 2 Levy Restaurant  LVMS Mezzanine Beer 2
PR0011747,Levy Restaurant @ LVMS B - 20,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,0,Levy Restaurant @ LVMS B - 20 Levy Restaurant  LVMS B  20
PR0011748,Levy Restaurant @ LVMS B - 21,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,5,Levy Restaurant @ LVMS B - 21 Levy Restaurant  LVMS B  21
PR0011749,Levy Restaurant @ LVMS B - 22,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,0,Levy Restaurant @ LVMS B - 22 Levy Restaurant  LVMS B  22
PR0011750,Levy Restaurant @ LVMS C - 5,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,3,Levy Restaurant @ LVMS C - 5 Levy Restaurant  LVMS C  5
PR0011751,Levy Restaurant @ LVMS C - 7,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,6,Levy Restaurant @ LVMS C - 7 Levy Restaurant  LVMS C  7
PR0011752,Levy Restaurant @ LVMS Mezzanine Beer 3,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,0,Levy Restaurant @ LVMS Mezzanine Beer 3 Levy Restaurant  LVMS Mezzanine Beer 3
PR0011753,Levy Restaurant @ LVMS C - 12,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,0,Levy Restaurant @ LVMS C - 12 Levy Restaurant  LVMS C  12
PR0011754,Levy Restaurant @ LVMS C - 13,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,0,Levy Restaurant @ LVMS C - 13 Levy Restaurant  LVMS C  13
PR0011755,Levy Restaurant @ LVMS C - 14,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,0,Levy Restaurant @ LVMS C - 14 Levy Restaurant  LVMS C  14
PR0011756,Levy Restaurant @ LVMS Nhra Drag Strip N,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,8,Levy Restaurant @ LVMS Nhra Drag Strip N Levy Restaurant  LVMS Nhra Drag Strip N
PR0011757,Levy Restaurant @ LVMS Nhra Drag Strip S,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,0,Levy Restaurant @ LVMS Nhra Drag Strip S Levy Restaurant  LVMS Nhra Drag Strip S
PR0011758,Levy Restaurant @LVMS 1/2 Mile South  Snack Bar,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,5,Levy Restaurant @LVMS 1/2 Mile South  Snack Bar Levy Restaurant LVMS 12 Mile South  Snack Bar
PR0011759,Levy Restaurant @LVMS 1/2 Mile North  Snack Bar,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,0,Levy Restaurant @LVMS 1/2 Mile North  Snack Bar Levy Restaurant LVMS 12 Mile North  Snack Bar
PR0011760,Levy Restaurant @ LVMS 3/8 Br Snack Bar,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,3,Levy Restaurant @ LVMS 3/8 Br Snack Bar Levy Restaurant  LVMS 38 Br Snack Bar
PR0011761,Levy Restaurant @ LVMS B - 6,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,0,Levy Restaurant @ LVMS B - 6 Levy Restaurant  LVMS B  6
PR0011762,Levy Restaurant @ LVMS B - 7,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,8,Levy Restaurant @ LVMS B - 7 Levy Restaurant  LVMS B  7
PR0011763,Levy Restaurant @ LVMS B - 8,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,8,Levy Restaurant @ LVMS B - 8 Levy Restaurant  LVMS B  8
PR0011764,Levy Restaurant @ LVMS B - 9,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,8,Levy Restaurant @ LVMS B - 9 Levy Restaurant  LVMS B  9
PR0011765,Levy Restaurant @ LVMS B - 10,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,3,Levy Restaurant @ LVMS B - 10 Levy Restaurant  LVMS B  10
PR0011766,Levy Restaurant @ LVMS B - 11,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,0,Levy Restaurant @ LVMS B - 11 Levy Restaurant  LVMS B  11
PR0011767,Levy Restaurant @ LVMS B - 12,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,0,Levy Restaurant @ LVMS B - 12 Levy Restaurant  LVMS B  12
PR0011768,Levy Restaurant @ LVMS B - 18,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,0,Levy Restaurant @ LVMS B - 18 Levy Restaurant  LVMS B  18
PR0011769,Levy Restaurant @ LVMS B - 19,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,0,Levy Restaurant @ LVMS B - 19 Levy Restaurant  LVMS B  19
PR0011770,Levy Restaurant D Earnhardt Terr Conc 1,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,3,Levy Restaurant D Earnhardt Terr Conc 1 Levy Restaurant D Earnhardt Terr Conc 1
PR0011771,Levy Restaurant D Earnhardt Terr Conc 2,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,8,Levy Restaurant D Earnhardt Terr Conc 2 Levy Restaurant D Earnhardt Terr Conc 2
PR0011772,Levy Restaurant D Earnhardt Terr Conc 3,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,6,Levy Restaurant D Earnhardt Terr Conc 3 Levy Restaurant D Earnhardt Terr Conc 3
PR0011773,Levy Restaurant D Earnhardt Terr Conc 4,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,6,Levy Restaurant D Earnhardt Terr Conc 4 Levy Restaurant D Earnhardt Terr Conc 4
PR0011774,Levy Restaurant D Earnhardt Terr Conc 5,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,3,Levy Restaurant D Earnhardt Terr Conc 5 Levy Restaurant D Earnhardt Terr Conc 5
PR0011775,Levy Restaurant D Earnhardt Terr Conc 6,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,3,Levy Restaurant D Earnhardt Terr Conc 6 Levy Restaurant D Earnhardt Terr Conc 6
PR0011776,Levy Restaurant D Earnhardt Terr Conc 11,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,0,Levy Restaurant D Earnhardt Terr Conc 11 Levy Restaurant D Earnhardt Terr Conc 11
PR0011777,Levy Restaurant D Earnhardt Terr Conc 10,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,3,Levy Restaurant D Earnhardt Terr Conc 10 Levy Restaurant D Earnhardt Terr Conc 10
PR0011778,Levy Restaurant D Earnhardt Terr Conc 9,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,6,Levy Restaurant D Earnhardt Terr Conc 9 Levy Restaurant D Earnhardt Terr Conc 9
PR0011779,Levy Restaurant D Earnhardt Terr Conc 8,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,3,Levy Restaurant D Earnhardt Terr Conc 8 Levy Restaurant D Earnhardt Terr Conc 8
PR0011780,Levy Restaurant D Earnhardt Terr Conc 7,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,8,Levy Restaurant D Earnhardt Terr Conc 7 Levy Restaurant D Earnhardt Terr Conc 7
PR0011781,Levy Restaurant Media Cafetria 1St Floor,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,6,Levy Restaurant Media Cafetria 1St Floor Levy Restaurant Media Cafetria 1St Floor
PR0011784,Levy Restaurant Neon Bar 1St Floor,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,9,Levy Restaurant Neon Bar 1St Floor Levy Restaurant Neon Bar 1St Floor
PR0011785,Levy Restaurant Snack Bar SE 2nd Floor,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,0,Levy Restaurant Snack Bar SE 2nd Floor Levy Restaurant Snack Bar SE 2nd Floor
PR0011786,Levy Restaurant Snack Bar NE 2nd Floor,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,0,Levy Restaurant Snack Bar NE 2nd Floor Levy Restaurant Snack Bar NE 2nd Floor
PR0011789,Levy Restaurant Pizza Concess SE 1St Floor,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,0,Levy Restaurant Pizza Concess SE 1St Floor Levy Restaurant Pizza Concess SE 1St Floor
PR0011790,Levy Restaurant Grill Concess NE 1St Floor,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,0,Levy Restaurant Grill Concess NE 1St Floor Levy Restaurant Grill Concess NE 1St Floor
PR0011791,Levy Restaurant Outdoor BBQ SE,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,6,Levy Restaurant Outdoor BBQ SE Levy Restaurant Outdoor BBQ SE
PR0011792,Levy Restaurant Outdoor BBQ NE,Levy Restaurants @ LVMS,7000 N Las Vegas Blvd,36.2729348,-115.0110197,Las Vegas,89115-1708,A,3,Levy Restaurant Outdoor BBQ NE Levy Restaurant Outdoor BBQ NE
PR0011794,GIANI'S NEW YORK PIZZA & PASTA,GIANI'S NEW YORK PIZZA & PASTA,7930 W Tropical Pkwy,36.271169,-115.2677588,Las Vegas,89149-4535,A,6,GIANI'S NEW YORK PIZZA & PASTA GIANIS NEW YORK PIZZA  PASTA
PR0011799,CALIFORNIA PIZZA KITCHEN RESTAURANT,FASHION SHOW - CALIFORNIA PIZZA KITCHEN,3200 S Las Vegas Blvd,36.1277253,-115.1744147,Las Vegas,89109-2612,A,6,CALIFORNIA PIZZA KITCHEN RESTAURANT CALIFORNIA PIZZA KITCHEN RESTAURANT
PR0011800,CALIFORNIA PIZZA KITCHEN SUPPORT,FASHION SHOW - CALIFORNIA PIZZA KITCHEN,3200 S Las Vegas Blvd,36.1277253,-115.1744147,Las Vegas,89109-2612,A,8,CALIFORNIA PIZZA KITCHEN SUPPORT CALIFORNIA PIZZA KITCHEN SUPPORT
PR0011801,CALIFORNIA PIZZA KITCHEN SERVICE BAR,FASHION SHOW - CALIFORNIA PIZZA KITCHEN,3200 S Las Vegas Blvd,36.1277253,-115.1744147,Las Vegas,89109-2612,A,8,CALIFORNIA PIZZA KITCHEN SERVICE BAR CALIFORNIA PIZZA KITCHEN SERVICE BAR
PR0011802,California Pizza Kitchen Restaurant,California Pizza Kitchen Inc,6659 S Las Vegas Blvd,36.0681543,-115.174899,Las Vegas,89119-3270,A,6,California Pizza Kitchen Restaurant California Pizza Kitchen Restaurant
PR0011803,California Pizza Kitchen - Bar,California Pizza Kitchen Inc,6659 S Las Vegas Blvd,36.0681543,-115.174899,Las Vegas,89119-3270,A,8,California Pizza Kitchen - Bar California Pizza Kitchen  Bar
PR0011804,California Pizza Kitchen Pizzaprep,California Pizza Kitchen Inc,6659 S Las Vegas Blvd,36.0681543,-115.174899,Las Vegas,89119-3270,A,3,California Pizza Kitchen Pizzaprep California Pizza Kitchen Pizzaprep
PR0011805,Seattle's Best Coffee,Borders Inc,10950 W Charleston Blvd,36.159221,-115.333881,Las Vegas,89135-1086,A,7,Seattle's Best Coffee Seattles Best Coffee
PR0011806,Aloha Kitchen,Aloha Kitchen & Bar,2605 S Decatur Blvd,36.142912,-115.208398,Las Vegas,89102-8591,A,8,Aloha Kitchen Aloha Kitchen
PR0011807,Aloha Kitchen Bar,Aloha Kitchen & Bar,2605 S Decatur Blvd,36.142912,-115.208398,Las Vegas,89102-8591,A,3,Aloha Kitchen Bar Aloha Kitchen Bar
PR0011808,Aloha Kitchen Catering,Aloha Kitchen & Bar,2605 S Decatur Blvd,36.142912,-115.208398,Las Vegas,89102-8591,A,0,Aloha Kitchen Catering Aloha Kitchen Catering
PR0011810,Kids R Kids Kitchen,Kids R Kids Child Care,2830 S Cimarron Rd,36.1382053,-115.2698425,Las Vegas,89117-7641,A,0,Kids R Kids Kitchen Kids R Kids Kitchen
PR0011811,Panevino Service Bar,Panevino Restaurant,246 via Antonio Ave,36.070665,-115.162336,Las Vegas,89119-3527,A,3,Panevino Service Bar Panevino Service Bar
PR0011812,Panevino Bar,Panevino Restaurant,246 via Antonio Ave,36.070665,-115.162336,Las Vegas,89119-3527,A,8,Panevino Bar Panevino Bar
PR0011813,Panevino Deli,Panevino Restaurant,246 via Antonio Ave,36.070665,-115.162336,Las Vegas,89119-3527,A,6,Panevino Deli Panevino Deli
PR0011814,Panevino Restaurant,Panevino Restaurant,246 via Antonio Ave,36.070665,-115.162336,Las Vegas,89119-3527,A,6,Panevino Restaurant Panevino Restaurant
PR0011815,Panevino Exhibition Kitchen,Panevino Restaurant,246 via Antonio Ave,36.070665,-115.162336,Las Vegas,89119-3527,A,6,Panevino Exhibition Kitchen Panevino Exhibition Kitchen
PR0011816,Fireside Restaurant,Fireside,1785 E Cactus Ave,35.999907,-115.127483,Las Vegas,89183-7705,A,8,Fireside Restaurant Fireside Restaurant
PR0011817,Fireside Bar,Fireside,1785 E Cactus Ave,35.999907,-115.127483,Las Vegas,89183-7705,A,3,Fireside Bar Fireside Bar
PR0011818,Art Institute of Las Vegas Bakery Kitchen,Art Institute of Las Vegas,2350 Corporate Cir,36.025788,-115.087672,Henderson,89074-7737,A,6,Art Institute of Las Vegas Bakery Kitchen Art Institute of Las Vegas Bakery Kitchen
PR0011820,Art Institute of Las Vegas Skills Kitchen,Art Institute of Las Vegas,2350 Corporate Cir,36.025788,-115.087672,Henderson,89074-7737,A,8,Art Institute of Las Vegas Skills Kitchen Art Institute of Las Vegas Skills Kitchen
PR0011821,Art Institute of Las Vegas Garde Kitchen,Art Institute of Las Vegas,2350 Corporate Cir,36.025788,-115.087672,Henderson,89074-7737,A,8,Art Institute of Las Vegas Garde Kitchen Art Institute of Las Vegas Garde Kitchen
PR0011822,Art Institute of Las Vegas  Kitchen - A la Carte,Art Institute of Las Vegas,2350 Corporate Cir,36.025788,-115.087672,Henderson,89074-7737,A,3,Art Institute of Las Vegas  Kitchen - A la Carte Art Institute of Las Vegas  Kitchen  A la Carte
PR0011823,Art Institute of Las Vegas Student Cafe,Art Institute of Las Vegas,2350 Corporate Cir,36.025788,-115.087672,Henderson,89074-7737,A,10,Art Institute of Las Vegas Student Cafe Art Institute of Las Vegas Student Cafe
PR0011824,JALISCO CANTINA - RESTAURANT,JALISCO CANTINA,3460 E Sunset Rd,36.0722646,-115.0992936,Las Vegas,89120-3250,A,9,JALISCO CANTINA - RESTAURANT JALISCO CANTINA  RESTAURANT
PR0011825,JALISCO CANTINA - BAR,JALISCO CANTINA,3460 E Sunset Rd,36.0722646,-115.0992936,Las Vegas,89120-3250,A,0,JALISCO CANTINA - BAR JALISCO CANTINA  BAR
PR0011827,Speedee Mart #114 - Snack Bar,Speedee Mart #114,5675 S Grand Canyon Dr,36.083742,-115.306833,Las Vegas,89148-6412,A,0,Speedee Mart #114 - Snack Bar Speedee Mart 114  Snack Bar
PR0011829,Speedee Mart #110 - Deli,Speedee Mart #110,8570 W Sahara Ave,36.144619,-115.2785,Las Vegas,89117-1821,A,3,Speedee Mart #110 - Deli Speedee Mart 110  Deli
PR0011831,Speedee Mart #112 - Deli,Speedee Mart #112,4120 W Desert Inn Rd,36.13053,-115.19508,Las Vegas,89102-7610,A,3,Speedee Mart #112 - Deli Speedee Mart 112  Deli
PR0011833,Speedee Mart #120 Snack Bar,Speedee Mart #120,3011 E Desert Inn Rd,36.129641,-115.109322,Las Vegas,89121-3812,A,6,Speedee Mart #120 Snack Bar Speedee Mart 120 Snack Bar
PR0011835,Speedee Mart #106 - Deli,Speedee Mart #106,1500 W Horizon Ridge Pkwy,36.01939,-115.05257,Henderson,89012-3490,A,6,Speedee Mart #106 - Deli Speedee Mart 106  Deli
